name,lat_NS,long_EW,elevation,q,q_uncertainty,T_grad_mean,T_grad_uncertainty,T_grad_mean_cor,tc_mean,tc_uncertainty,total_depth_MD,geo_lithology,geo_stratigraphy,Region,Quality_Code
AMAX-L39,38.68,-122.5,442.6,113.0,,61.7,,,1.8,,,,,,Ux.Mx.-------
AMAX-L4,38.6683,-122.55,754.2,146.0,,78.2,,,1.8,,,,,,Ux.Mx.-------
AMAX-L42,38.67,-122.54,654.2,117.0,,38.8,,,3.0,,,,,,Ux.Mx.-------
AMAX-L43,38.6617,-122.54,651.6,142.0,,71.5,,,2.0,,,,,,Ux.Mx.-------
AMAX-L44,38.66,-122.55,741.3,109.0,,65.2,,,1.7,,,,,,Ux.Mx.-------
AMAX-L46,38.65,-122.53,688.9,117.0,,75.2,,,1.5,,,,,,Ux.Mx.-------
AMAX-L47,38.6483,-122.52,663.0,109.0,,53.0,,,2.0,,,,,,Ux.Mx.-------
AMAX-L48,38.645,-122.5,374.0,138.0,,70.1,,,2.0,,,,,,Ux.Mx.-------
AMAX-L54,38.5967,-122.47,635.3,105.0,,56.0,,,1.9,,,,,,Ux.Mx.-------
AMAX-L6,38.645,-122.51,531.4,146.0,,55.9,,,2.3,,,,,,Ux.Mx.-------
AMAX-L60,38.655,-122.56,719.3,100.0,,66.9,,,1.5,,,,,,Ux.Mx.-------
AMAX-L60,38.66,-122.57,713.2,144.8,,75.4,,,1.9,,,,,,Ux.Mx.-------
AMAX-L62,38.655,-122.58,706.5,84.0,,55.2,,,1.5,,,,,,Ux.Mx.-------
AMAX-L63,38.6683,-122.6,635.5,142.0,,51.0,,,2.8,,,,,,Ux.Mx.-------
AMAX-L64,38.7417,-122.56,353.2,100.0,,60.3,,,1.7,,,,,,Ux.Mx.-------
AMAX-L65,38.6733,-122.57,701.3,138.0,,73.6,,,1.9,,,,,,Ux.Mx.-------
AN-3,33.5383,-116.6,1454.8,68.0,,23.9,,,2.8,,,,,,Ux.Mx.-------
AN-A-5R,42.6983,-118.32,1222.5,89.0,,75.7,,,1.2,,,,,,Ux.Mx.-------
AN-B-62,42.3117,-118.64,1252.9,67.0,,56.2,,,1.2,,,,,,Ux.Mx.-------
ANDCMPWW,42.665,-114.29,1190.5,92.0,,62.5,,,1.5,,,,,,Ux.Mx.-------
ANDSN1,46.3117,-119.76,431.7,54.0,,34.0,,,1.6,,,,,,Ux.Mx.-------
A-NG-11,38.8633,-122.86,940.7,74.0,,20.0,,,3.2,,,,,,Ux.Mx.-------
A-NG-15,38.845,-122.87,663.2,145.0,,45.0,,,3.2,,,,,,Ux.Mx.-------
A-NG-8,38.8717,-122.86,914.5,138.0,,37.0,,,3.2,,,,,,Ux.Mx.-------
A-NG-9,38.8633,-122.83,894.7,116.0,,32.0,,,3.2,,,,,,Ux.Mx.-------
ANGEL PK,36.55,-108.03,1896.6,73.0,,29.3,,,2.5,,,,,,Ux.Mx.-------
APEX123,39.8667,-105.55,3221.0,61.0,,24.8,,,2.5,,,,,,Ux.Mx.-------
ARRYTETL,35.6583,-106.18,2044.2,109.0,,48.9,,,2.2,,,,,,Ux.Mx.-------
Arthur,41.8417,-121.33,1234.4,96.0,,65.6,,,1.5,,,,,,Ux.Mx.-------
ARTID8WW,46.0617,-118.37,259.7,54.0,,34.0,,,1.6,,,,,,Ux.Mx.-------
ASC,32.965,-111.81,454.0,70.0,,19.5,,,3.5,,,,,,Ux.Mx.-------
ASHGH,42.2117,-122.71,553.1,92.0,,48.9,,,1.9,,,,,,Ux.Mx.-------
ASHLEY 1,45.2483,-121.12,337.0,91.0,,77.0,,,1.2,,,,,,Ux.Mx.-------
AST,34.4617,-113.26,860.1,83.0,,27.1,,,3.1,,,,,,Ux.Mx.-------
Atkins #118A,37.8517,-96.9,424.8,58.9,,35.7,,,1.6,,,,,,Ux.Mx.-------
AUBURN39,42.9583,-76.54,215.1,65.0,,17.1,,,3.8,,,,,,Ux.Mx.-------
AUDRBERG,47.5067,-117.4,743.2,56.0,,41.6,,,1.3,,,,,,Ux.Mx.-------
Augusta #T5-53,37.6317,-96.96,399.5,53.2,,32.6,,,1.6,,,,,,Ux.Mx.-------
AWU,69.15,-158.02,347.2,38.0,,22.6,,,1.7,,,,,,Ux.Mx.-------
AZT,32.775,-113.46,175.2,63.0,,26.8,,,2.4,,,,,,Ux.Mx.-------
B,37.94,-117.84,1591.0,68.6,,49.0,,,1.4,,,,,,Ux.Mx.-------
B COLE,45.8633,-120.67,697.3,49.0,,30.5,,,1.6,,,,,,Ux.Mx.-------
B JONES,45.275,-117.94,818.3,67.0,,55.9,,,1.2,,,,,,Ux.Mx.-------
B LNDSEY,46.78,-122.26,416.5,25.0,,14.6,,,1.7,,,,,,Ux.Mx.-------
B-1,43.835,-118.09,1290.4,50.0,,47.5,,,1.1,,,,,,Ux.Mx.-------
B-11,43.975,-118.28,1369.6,59.0,,61.0,,,1.0,,,,,,Ux.Mx.-------
B-11,43.975,-118.28,1369.6,50.0,,47.1,,,1.3,,,,,,Ux.Mx.-------
B-12,44.0567,-118.23,1366.7,25.0,,16.7,,,1.4,,,,,,Ux.Mx.-------
B-13,43.935,-118.02,1534.5,46.0,,46.3,,,1.0,,,,,,Ux.Mx.-------
B-13,43.935,-118.02,1534.5,44.5,,24.7,,,1.8,,,,,,Ux.Mx.-------
B-14,43.9267,-118.21,1394.3,59.0,,53.5,,,1.1,,,,,,Ux.Mx.-------
B-14,43.9267,-118.21,1394.3,58.5,,45.0,,,1.3,,,,,,Ux.Mx.-------
B-14,43.9267,-118.21,1394.3,58.0,,16.3,,,3.6,,,,,,Ux.Mx.-------
B-2,40.6017,-119.45,1198.0,21.0,,24.8,,,0.8,,,,,,Ux.Mx.-------
B-2,43.8417,-118.16,1043.2,92.0,,67.9,,,1.4,,,,,,Ux.Mx.-------
B-2,43.8417,-118.16,1043.2,93.5,,35.4,,,2.6,,,,,,Ux.Mx.-------
B21-1,39.7533,-118.95,1360.4,32.0,,16.0,,,2.0,,,,,,Ux.Mx.-------
B21-2,39.765,-118.95,1415.8,36.0,,18.0,,,2.0,,,,,,Ux.Mx.-------
B22,34.035,-107.03,1813.2,62.4,,34.5,,,1.8,,,,,,Ux.Mx.-------
B23,34.03,-107.06,1898.0,67.6,,39.3,,,1.7,,,,,,Ux.Mx.-------
B-2615,47.7833,-97.05,257.0,27.0,,12.6,,,2.1,,,,,,Ux.Mx.-------
B-3,40.6417,-119.41,1215.3,59.0,,67.6,,,0.8,,,,,,Ux.Mx.-------
B-3,46.05,-112.55,1897.0,88.0,,30.7,,,2.9,,,,,,Ux.Mx.-------
B-3164,46.2667,-96.95,300.0,32.0,,18.0,,,1.8,,,,,,Ux.Mx.-------
B-35-79,40.56,-116.57,1565.1,94.2,,55.4,,,1.7,,,,,,Ux.Mx.-------
B-3825,48.725,-97.81,305.8,47.0,,31.9,,,1.5,,,,,,Ux.Mx.-------
B-3991,47.3333,-97.53,345.8,54.0,,47.3,,,1.1,,,,,,Ux.Mx.-------
B-4,40.6633,-119.35,1197.2,36.0,,42.5,,,0.8,,,,,,Ux.Mx.-------
B-4,43.96,-118.11,1091.5,71.0,,66.0,,,1.1,,,,,,Ux.Mx.-------
B-4,43.96,-118.11,1091.5,64.0,,24.7,,,2.6,,,,,,Ux.Mx.-------
B-5,43.9983,-118.16,1456.5,29.0,,27.4,,,1.1,,,,,,Ux.Mx.-------
B-54-79,40.5417,-116.63,1610.4,97.6,,57.4,,,1.7,,,,,,Ux.Mx.-------
B-7,43.885,-118.19,1228.9,81.0,,45.0,,,1.8,,,,,,Ux.Mx.-------
B-7-79,40.575,-116.6,1460.4,110.7,,65.1,,,1.7,,,,,,Ux.Mx.-------
B-9,43.8367,-118.25,1172.0,50.0,,46.9,,,1.1,,,,,,Ux.Mx.-------
BACA-10,35.8867,-106.58,2798.3,150.0,,60.0,,,2.5,,,,,,Ux.Mx.-------
BACA-11,35.895,-106.57,2922.9,125.0,,50.0,,,2.5,,,,,,Ux.Mx.-------
BACA-13,35.895,-106.57,2922.9,150.0,,60.0,,,2.5,,,,,,Ux.Mx.-------
BACA-14,35.8833,-106.58,2786.0,150.0,,60.0,,,2.5,,,,,,Ux.Mx.-------
BACA-15,35.8933,-106.58,2862.1,108.0,,60.0,,,1.8,,,,,,Ux.Mx.-------
BACA-18,35.8867,-106.58,2798.3,150.0,,60.0,,,2.5,,,,,,Ux.Mx.-------
BACA-19,35.8933,-106.58,2862.1,42.5,,17.0,,,2.5,,,,,,Ux.Mx.-------
BACA-20,35.895,-106.57,2922.9,108.0,,60.0,,,1.8,,,,,,Ux.Mx.-------
BACA-21,35.8983,-106.57,2914.1,108.0,,60.0,,,1.8,,,,,,Ux.Mx.-------
BACA-22,35.8967,-106.57,2918.8,108.0,,60.0,,,1.8,,,,,,Ux.Mx.-------
BACA-24,35.8867,-106.58,2798.3,114.0,,60.0,,,1.9,,,,,,Ux.Mx.-------
BACA-5,35.89,-106.57,2935.5,150.0,,60.0,,,2.5,,,,,,Ux.Mx.-------
BACA-6,35.8883,-106.58,2811.1,150.0,,60.0,,,2.5,,,,,,Ux.Mx.-------
BADGER,46.89,-120.39,664.7,46.0,,29.4,,,1.5,,,,,,Ux.Mx.-------
BAGDAD2,34.5917,-113.19,1173.1,65.0,,20.6,,,3.0,,,,,,Ux.Mx.-------
BAGGS,41.0633,-107.77,1993.6,50.0,,20.0,,,2.5,,,,,,Ux.Mx.-------
BAILIE,46.6133,-119.12,231.7,77.0,,48.3,,,1.6,,,,,,Ux.Mx.-------
BALSLEY,38.7667,-109.63,1480.4,20.0,,13.3,,,1.5,,,,,,Ux.Mx.-------
BALTIMOR,39.32,-76.77,133.3,50.0,,15.6,,,3.2,,,,,,Ux.Mx.-------
BAMS,44.19,-117.49,833.1,59.0,,48.8,,,1.2,,,,,,Ux.Mx.-------
BANGERT,43.155,-124.22,51.5,42.0,,32.4,,,1.3,,,,,,Ux.Mx.-------
BARCUS C,40.05,-108.52,2325.2,81.0,,67.4,,,1.2,,,,,,Ux.Mx.-------
BARSTOW,34.65,-116.68,1281.9,74.0,,22.6,,,3.3,,,,,,Ux.Mx.-------
BASTROP,32.7317,-91.89,51.4,72.0,,33.0,,,2.2,,,,,,Ux.Mx.-------
BATTELLE,46.3617,-119.27,107.2,64.0,,40.1,,,1.6,,,,,,Ux.Mx.-------
BATTLE 2,46.4283,-119.28,115.5,60.0,,37.7,,,1.6,,,,,,Ux.Mx.-------
BATTLLE1,46.4433,-119.4,161.3,66.0,,41.3,,,1.6,,,,,,Ux.Mx.-------
Batz #1,40.5633,-116.59,1521.2,80.1,,18.2,,,4.4,,,,,,Ux.Mx.-------
BAUMANN1,46.9317,-118.41,525.8,28.0,,17.4,,,1.6,,,,,,Ux.Mx.-------
BA-WW,42.15,-121.68,1248.7,59.0,,80.0,,,0.8,,,,,,Ux.Mx.-------
BAYER 1,45.5683,-112.26,1590.7,34.7,,24.8,,,1.4,,,,,,Ux.Mx.-------
BAYER 2,45.5683,-112.26,1590.7,77.8,,55.6,,,1.4,,,,,,Ux.Mx.-------
BC-WW,43.0317,-117.04,1452.1,92.0,,69.7,,,1.3,,,,,,Ux.Mx.-------
BEAR PEN,34.1167,-78.33,17.5,69.0,,28.4,,,2.4,,,,,,Ux.Mx.-------
BEARSKIN,38.4817,-112.78,2319.0,50.4,,36.0,,,1.4,,,,,,Ux.Mx.-------
BEARTOTH,45.0833,-109.24,2269.1,62.0,,33.3,,,1.9,,,,,,Ux.Mx.-------
BEAUFORT,34.7717,-76.66,2.8,44.0,,31.5,,,1.4,,,,,,Ux.Mx.-------
BEDFORD1,42.9333,-71.53,110.0,72.0,,26.2,,,2.8,,,,,,Ux.Mx.-------
BELCROSS,36.3267,-76.06,7.5,51.0,,34.7,,,1.5,,,,,,Ux.Mx.-------
Beltner 1,36.91,-98.23,364.3,41.0,,23.9,,,1.7,,,,,,Ux.Mx.-------
BELVIDERE,43.85,-101.26,700.6,78.7,,65.7,,,1.2,,,,,,Ux.Mx.-------
BENEVID1,30.02,-104.57,1140.8,91.9,,31.7,,,2.9,,,,,,Ux.Mx.-------
BENJAMIN,47.07,-122.22,178.3,23.0,,13.8,,,1.7,,,,,,Ux.Mx.-------
BERDOO C,33.8133,-116.17,363.5,54.0,,19.8,,,2.7,,,,,,Ux.Mx.-------
BFZ-2-PHILLIPS,43.4717,-119.86,1423.1,117.6,,62.3,,,1.9,,,,,,Ux.Mx.-------
BFZ-7509,43.2167,-119.25,1381.0,88.0,,54.2,,,1.6,,,,,,Ux.Mx.-------
BFZ-7511,43.4367,-119.02,1262.7,42.0,,30.9,,,1.3,,,,,,Ux.Mx.-------
BFZ-7516,43.185,-119.89,1474.4,84.0,,51.3,,,1.6,,,,,,Ux.Mx.-------
BFZ-7518,43.7133,-119.93,1329.4,63.0,,42.4,,,1.5,,,,,,Ux.Mx.-------
BFZ-7519,43.66,-119.94,1299.8,63.0,,61.0,,,1.0,,,,,,Ux.Mx.-------
BFZ-FBS,43.6167,-120.47,1577.2,83.0,,50.9,,,1.6,,,,,,Ux.Mx.-------
BG MD FL,42.85,-106.97,1840.9,59.0,,35.5,,,1.7,,,,,,Ux.Mx.-------
BGD1,34.5817,-113.22,983.4,82.0,,29.5,,,2.8,,,,,,Ux.Mx.-------
BGRDCAN,33.7333,-107.35,1939.0,54.0,,28.5,,,1.9,,,,,,Ux.Mx.-------
BHL-WW,42.0633,-121.62,1287.2,42.0,,58.0,,,0.8,,,,,,Ux.Mx.-------
Bianchi2,38.795,-122.71,739.5,146.0,,54.0,,,2.7,,,,,,Ux.Mx.-------
BIBOS,35.2,-107.32,1888.7,90.0,,28.3,,,3.2,,,,,,Ux.Mx.-------
BIG MARI,33.73,-114.53,124.2,95.0,,25.9,,,3.6,,,,,,Ux.Mx.-------
BIG SPRG,41.07,-102.1,1063.8,77.0,,59.0,,,1.3,,,,,,Ux.Mx.-------
BIGCEDAR,38.4617,-112.84,1994.3,92.4,,66.0,,,1.4,,,,,,Ux.Mx.-------
BINGHAM,40.5167,-112.15,1772.6,71.0,,18.3,,,3.9,,,,,,Ux.Mx.-------
BIT CREE,32.9,-109.03,1534.8,128.0,,45.7,,,2.8,,,,,,Ux.Mx.-------
BJ-WW,44.4517,-122.8,155.6,31.0,,23.3,,,1.3,,,,,,Ux.Mx.-------
BL 1,42.955,-115.01,1008.8,77.0,,50.0,,,1.5,,,,,,Ux.Mx.-------
BLACK RK,37.6833,-118.53,2098.3,84.0,,33.5,,,2.5,,,,,,Ux.Mx.-------
BLANC2,36.7,-107.72,1960.4,56.0,,28.9,,,1.9,,,,,,Ux.Mx.-------
BLANCN,36.7833,-107.83,1859.0,72.0,,29.0,,,2.5,,,,,,Ux.Mx.-------
BLK RK 2,40.9083,-119.09,1192.4,63.0,,62.0,,,1.0,,,,,,Ux.Mx.-------
BLKRNG1,33.2833,-107.72,2070.3,99.0,,43.8,,,2.2,,,,,,Ux.Mx.-------
BLM,44.48,-109.03,1619.5,28.6,,20.4,,,1.4,,,,,,Ux.Mx.-------
BLMA-WW,42.055,-117.7,1425.3,88.0,,76.1,,,1.2,,,,,,Ux.Mx.-------
BLMMAUPN,45.175,-121.07,352.3,97.0,,61.4,,,1.6,,,,,,Ux.Mx.-------
BLND53&55,37.7317,-109.36,2102.3,66.0,,17.0,,,3.9,,,,,,Ux.Mx.-------
BLUE MTN,42.3167,-117.9,1727.1,90.2,,64.4,,,1.4,,,,,,Ux.Mx.-------
BLYTHVLE,35.9233,-89.91,78.1,55.0,,19.9,,,2.8,,,,,,Ux.Mx.-------
BM10,40.4417,-116.97,1495.4,62.2,,44.4,,,1.4,,,,,,Ux.Mx.-------
BM10,40.4967,-117.16,1479.5,110.6,,44.2,,,2.5,,,,,,Ux.Mx.-------
BM18,40.9117,-117.0,1380.1,141.3,,62.8,,,2.2,,,,,,Ux.Mx.-------
BM-2,38.0883,-113.14,1909.4,116.0,,78.0,,,1.5,,,,,,Ux.Mx.-------
BM20,40.4417,-117.17,1422.9,129.0,,57.3,,,2.2,,,,,,Ux.Mx.-------
BM21,40.73,-117.19,1592.9,33.2,,14.7,,,2.2,,,,,,Ux.Mx.-------
BM22,40.7017,-117.27,1523.9,114.7,,51.0,,,2.2,,,,,,Ux.Mx.-------
BM24,40.58,-117.26,1616.6,127.4,,36.4,,,3.5,,,,,,Ux.Mx.-------
BM26,40.6733,-116.62,1482.3,52.8,,21.1,,,2.5,,,,,,Ux.Mx.-------
BM30,40.8183,-116.58,1425.7,44.2,,19.7,,,2.2,,,,,,Ux.Mx.-------
BM31,40.9417,-116.74,1508.5,122.9,,54.6,,,2.2,,,,,,Ux.Mx.-------
BM34,40.8733,-117.32,1370.2,143.3,,41.0,,,3.5,,,,,,Ux.Mx.-------
BM35,40.8367,-117.27,1359.4,122.0,,54.2,,,2.2,,,,,,Ux.Mx.-------
BM44,40.515,-116.78,1455.8,110.6,,44.2,,,2.5,,,,,,Ux.Mx.-------
BM47,40.3967,-116.58,1469.4,124.2,,49.7,,,2.5,,,,,,Ux.Mx.-------
BM48,40.3483,-116.63,1510.8,98.3,,39.3,,,2.5,,,,,,Ux.Mx.-------
BM50,40.3767,-116.5,1449.1,109.2,,72.8,,,1.5,,,,,,Ux.Mx.-------
BM52,40.56,-116.34,1500.7,79.9,,35.5,,,2.2,,,,,,Ux.Mx.-------
BM53,40.5367,-116.12,1656.7,94.2,,41.9,,,2.2,,,,,,Ux.Mx.-------
BM54,40.4433,-116.11,1590.8,90.1,,40.0,,,2.2,,,,,,Ux.Mx.-------
BM55,40.7283,-116.21,1648.8,57.3,,25.5,,,2.2,,,,,,Ux.Mx.-------
BM56,40.375,-116.39,1524.3,91.0,,45.5,,,2.0,,,,,,Ux.Mx.-------
BM57,40.4117,-116.31,1531.8,86.6,,43.3,,,2.0,,,,,,Ux.Mx.-------
BM6,40.5733,-117.01,1448.6,64.2,,25.7,,,2.5,,,,,,Ux.Mx.-------
BM62,40.9617,-116.84,1558.8,116.5,,72.8,,,1.6,,,,,,Ux.Mx.-------
BM64,41.0,-116.8,1562.0,109.2,,36.4,,,3.0,,,,,,Ux.Mx.-------
BM67,40.4717,-116.26,1647.0,87.4,,43.7,,,2.0,,,,,,Ux.Mx.-------
BM68,40.485,-116.29,1619.2,131.0,,65.5,,,2.0,,,,,,Ux.Mx.-------
BM69,40.505,-116.27,1627.8,80.1,,40.0,,,2.0,,,,,,Ux.Mx.-------
BM7,40.51,-117.07,1417.6,86.5,,34.6,,,2.5,,,,,,Ux.Mx.-------
BM70,40.4933,-116.23,1798.0,63.7,,36.4,,,1.8,,,,,,Ux.Mx.-------
BM81,40.2267,-117.25,1762.1,65.5,,36.4,,,1.8,,,,,,Ux.Mx.-------
BM82,40.2283,-117.29,1716.0,134.3,,74.6,,,1.8,,,,,,Ux.Mx.-------
BM83,40.2133,-117.35,1871.3,98.3,,54.6,,,1.8,,,,,,Ux.Mx.-------
BM84,40.895,-116.49,1466.1,143.3,,63.7,,,2.2,,,,,,Ux.Mx.-------
BM86,40.22,-117.32,1777.9,124.5,,69.2,,,1.8,,,,,,Ux.Mx.-------
BM87,40.2117,-117.36,1914.1,121.2,,67.3,,,1.8,,,,,,Ux.Mx.-------
BM89,40.2317,-117.34,1792.4,131.0,,72.8,,,1.8,,,,,,Ux.Mx.-------
BM96,40.9817,-116.98,1421.2,72.8,,45.5,,,1.6,,,,,,Ux.Mx.-------
BMF1,40.425,-117.22,1569.1,115.3,,72.1,,,1.6,,,,,,Ux.Mx.-------
BMG1,40.9267,-117.38,1573.2,66.1,,20.0,,,3.3,,,,,,Ux.Mx.-------
BMO1,32.0467,-111.51,882.5,86.0,,40.1,,,2.1,,,,,,Ux.Mx.-------
BMO2,32.155,-112.66,661.9,83.0,,29.3,,,2.8,,,,,,Ux.Mx.-------
BMS,33.85,-111.47,1100.5,86.0,,25.5,,,3.4,,,,,,Ux.Mx.-------
BMT,32.7833,-110.92,1308.9,64.0,,17.1,,,3.7,,,,,,Ux.Mx.-------
BN-10,43.72,-118.86,1660.4,63.0,,58.3,,,1.1,,,,,,Ux.Mx.-------
BN-11,43.7067,-118.79,1508.8,42.0,,36.6,,,1.1,,,,,,Ux.Mx.-------
BN-11,44.135,-122.02,919.6,126.0,,79.6,,,1.6,,,,,,Ux.Mx.-------
BN-12,43.6633,-119.08,1351.1,75.0,,68.6,,,1.1,,,,,,Ux.Mx.-------
BN-12,43.6633,-119.08,1351.1,74.3,,44.5,,,1.7,,,,,,Ux.Mx.-------
BN-13,43.7217,-119.09,1486.5,84.0,,77.7,,,1.1,,,,,,Ux.Mx.-------
BN-13,43.7217,-119.09,1486.5,83.9,,27.5,,,3.0,,,,,,Ux.Mx.-------
BN-2,44.2183,-122.05,693.7,78.0,,47.9,,,1.6,,,,,,Ux.Mx.-------
BN-2,43.705,-118.99,1459.5,101.2,,62.1,,,1.6,,,,,,Ux.Mx.-------
BN-4,43.65,-118.92,1341.6,88.0,,60.1,,,1.5,,,,,,Ux.Mx.-------
BN-4,44.2033,-122.03,718.4,117.0,,67.3,,,1.7,,,,,,Ux.Mx.-------
BN-5,43.695,-118.93,1479.3,67.0,,61.7,,,1.1,,,,,,Ux.Mx.-------
BN-5,43.695,-118.93,1479.3,66.8,,40.0,,,1.7,,,,,,Ux.Mx.-------
BN-5,43.695,-118.93,1479.3,67.2,,19.6,,,3.4,,,,,,Ux.Mx.-------
BN-7,43.6533,-118.79,1361.6,42.0,,43.4,,,1.0,,,,,,Ux.Mx.-------
BN-7,43.6533,-118.79,1361.6,54.0,,57.5,,,1.0,,,,,,Ux.Mx.-------
BN-8,44.155,-122.09,661.7,109.0,,68.4,,,1.6,,,,,,Ux.Mx.-------
BN-9,43.7667,-118.91,1803.6,59.0,,37.6,,,1.6,,,,,,Ux.Mx.-------
BOARDMAN,45.8433,-119.67,87.8,113.0,,71.4,,,1.6,,,,,,Ux.Mx.-------
BOGALUSA,30.8167,-89.91,59.1,44.0,,17.7,,,2.5,,,,,,Ux.Mx.-------
BOOTHEEL,42.1583,-105.84,2156.4,57.0,,22.8,,,2.5,,,,,,Ux.Mx.-------
BOSTIC 1-A,43.04,-115.46,967.0,96.0,,65.9,,,1.4,,,,,,Ux.Mx.-------
BOTTMLLR,45.7267,-122.44,230.1,46.0,,28.7,,,1.6,,,,,,Ux.Mx.-------
BOU,33.9333,-113.9,390.0,76.0,,27.0,,,2.8,,,,,,Ux.Mx.-------
BOULOUGN,30.7833,-82.02,10.4,21.0,,16.4,,,1.3,,,,,,Ux.Mx.-------
BOX ELDR,40.96,-100.57,907.2,64.0,,28.9,,,2.2,,,,,,Ux.Mx.-------
BR-1,30.25,-104.56,1305.4,84.5,,44.0,,,1.9,,,,,,Ux.Mx.-------
BR-10,40.8783,-119.1,1192.0,70.0,,67.1,,,1.0,,,,,,Ux.Mx.-------
BR-3,41.09,-121.0,1560.5,63.0,,55.6,,,1.1,,,,,,Ux.Mx.-------
BR-3,41.09,-121.0,1560.5,88.0,,45.1,,,2.0,,,,,,Ux.Mx.-------
BR-4,41.1083,-121.09,1264.4,92.0,,77.9,,,1.2,,,,,,Ux.Mx.-------
BR-4,41.075,-119.02,1227.3,95.0,,70.9,,,1.3,,,,,,Ux.Mx.-------
BR-4,41.1083,-121.09,1264.4,67.0,,46.1,,,1.4,,,,,,Ux.Mx.-------
BR-5,41.1,-121.19,1253.1,44.0,,47.4,,,1.0,,,,,,Ux.Mx.-------
BR-5,41.1,-121.19,1253.1,44.0,,47.0,,,1.0,,,,,,Ux.Mx.-------
BR-5,41.1,-121.19,1253.1,88.0,,80.0,,,1.1,,,,,,Ux.Mx.-------
BR-6,41.0933,-121.16,1252.8,59.0,,49.6,,,1.2,,,,,,Ux.Mx.-------
BR-7,41.0217,-119.06,1192.7,81.0,,76.7,,,1.0,,,,,,Ux.Mx.-------
BR-7,41.17,-121.05,1267.7,63.0,,53.9,,,1.2,,,,,,Ux.Mx.-------
BR-75-23,43.4833,-120.1,1391.0,99.4,,71.0,,,1.4,,,,,,Ux.Mx.-------
BR78-14,42.1217,-111.89,1444.1,59.7,,74.6,,,0.8,,,,,,Ux.Mx.-------
BR78-20,42.1517,-111.96,1445.9,105.6,,52.8,,,2.0,,,,,,Ux.Mx.-------
BR78-26,42.1883,-111.93,1447.2,92.9,,61.9,,,1.5,,,,,,Ux.Mx.-------
BR78-31,42.185,-111.9,1473.1,40.7,,50.9,,,0.8,,,,,,Ux.Mx.-------
BR-8,41.105,-121.11,1256.7,92.0,,76.3,,,1.2,,,,,,Ux.Mx.-------
BRADFORD,43.2667,-71.98,269.5,68.0,,23.0,,,3.0,,,,,,Ux.Mx.-------
BRADLEY,45.71,-121.31,118.8,52.0,,33.0,,,1.6,,,,,,Ux.Mx.-------
BRASELTO,34.0833,-83.77,260.7,27.0,,10.7,,,2.5,,,,,,Ux.Mx.-------
BRD1,40.705,-119.33,1186.4,25.5,,18.2,,,1.4,,,,,,Ux.Mx.-------
BRD10,40.7583,-119.32,1329.9,25.5,,18.2,,,1.4,,,,,,Ux.Mx.-------
BRD16,40.8117,-119.22,1197.5,79.0,,56.4,,,1.4,,,,,,Ux.Mx.-------
BRD18,40.9233,-119.37,1296.7,51.0,,36.4,,,1.4,,,,,,Ux.Mx.-------
BRD19,40.9283,-119.4,1327.0,51.0,,36.4,,,1.4,,,,,,Ux.Mx.-------
BRD2,40.69,-119.3,1192.4,51.0,,36.4,,,1.4,,,,,,Ux.Mx.-------
BRD4,40.7267,-119.25,1190.0,33.1,,23.7,,,1.4,,,,,,Ux.Mx.-------
BRD5,40.7667,-119.25,1193.0,56.1,,40.0,,,1.4,,,,,,Ux.Mx.-------
BRD7,40.7967,-119.29,1220.8,30.6,,21.8,,,1.4,,,,,,Ux.Mx.-------
BRD8,40.775,-119.3,1263.4,25.5,,18.2,,,1.4,,,,,,Ux.Mx.-------
BRD9,40.8133,-119.34,1240.3,53.5,,38.2,,,1.4,,,,,,Ux.Mx.-------
BRDGPORT,41.5,-103.1,1245.0,61.0,,55.1,,,1.1,,,,,,Ux.Mx.-------
BRETZ EX,42.05,-117.88,1822.6,55.5,,50.4,,,1.1,,,,,,Ux.Mx.-------
BRETZ WW,42.05,-117.88,1822.6,37.7,,34.2,,,1.1,,,,,,Ux.Mx.-------
BREWSTER,41.75,-70.08,29.1,48.0,,15.1,,,3.2,,,,,,Ux.Mx.-------
BRINE WELL1,39.805,-118.56,1181.4,111.4,,61.9,,,1.8,,,,,,Ux.Mx.-------
BRINGOLF,42.2983,-108.86,2372.8,47.0,,18.7,,,2.5,,,,,,Ux.Mx.-------
BRNAMWW,46.025,-118.62,152.1,73.0,,69.0,,,1.0,,,,,,Ux.Mx.-------
BSS,42.02,-123.84,1053.0,46.0,,16.0,,,2.8,,,,,,Ux.Mx.-------
BSV-4,38.8217,-117.18,1707.9,98.0,,70.0,,,1.4,,,,,,Ux.Mx.-------
BS-WW,43.6317,-117.04,758.0,88.0,,75.2,,,1.2,,,,,,Ux.Mx.-------
BUCK MTN,44.6,-122.06,1260.7,96.0,,79.0,,,1.2,,,,,,Ux.Mx.-------
BUCKINGH,40.6167,-117.07,1853.3,115.0,,31.4,,,3.7,,,,,,Ux.Mx.-------
BUENAVIS,38.7833,-106.17,2570.3,121.0,,37.7,,,2.5,,,,,,Ux.Mx.-------
BULB SPR,42.0983,-107.6,2107.1,36.0,,16.5,,,2.2,,,,,,Ux.Mx.-------
BUNESS,46.435,-111.96,1423.2,84.0,,60.0,,,1.4,,,,,,Ux.Mx.-------
BURNIPS,42.7233,-85.82,204.8,45.0,,11.9,,,3.8,,,,,,Ux.Mx.-------
BV1,40.195,-118.24,1466.9,89.2,,63.7,,,1.4,,,,,,Ux.Mx.-------
