"occurrence_no","record_type","reid_no","flags","collection_no","identified_name","identified_rank","identified_no","difference","accepted_name","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","reference_no","lng","lat","formation","geological_group","member","stratscale","zone","zone_type","localsection","localbed","localbedunit","localorder","regionalsection","regionalbed","regionalbedunit","regionalorder","stratcomments","cc","state","county","latlng_basis","latlng_precision","altitude_value","altitude_unit","geogscale","geogcomments","cx_int_no"
"4686","occ","","","380","Leptograptus sp.","genus","33687","species not entered","Dicellograptus","genus","33650","Caradoc","","458.2","449.5","17052","14.183333","57.783333","","","","","Dicranograptus clingani","","","","","","","","","","""M. Ord. Cara-M. Viru series""","SE","","","based on political unit","minutes","","","","""Koa:ngen, S. Sweden""","29"
"4687","occ","","","380","Dicranograptus sp.","genus","","","Dicranograptus","genus","33653","Caradoc","","458.2","449.5","17052","14.183333","57.783333","","","","","Dicranograptus clingani","","","","","","","","","","""M. Ord. Cara-M. Viru series""","SE","","","based on political unit","minutes","","","","""Koa:ngen, S. Sweden""","29"
"4688","occ","","","380","Dicellograptus sp.","genus","","","Dicellograptus","genus","33650","Caradoc","","458.2","449.5","17052","14.183333","57.783333","","","","","Dicranograptus clingani","","","","","","","","","","""M. Ord. Cara-M. Viru series""","SE","","","based on political unit","minutes","","","","""Koa:ngen, S. Sweden""","29"
"4689","occ","","","380","Glossograptus sp.","genus","","","Glossograptus","genus","33668","Caradoc","","458.2","449.5","17052","14.183333","57.783333","","","","","Dicranograptus clingani","","","","","","","","","","""M. Ord. Cara-M. Viru series""","SE","","","based on political unit","minutes","","","","""Koa:ngen, S. Sweden""","29"
"4690","occ","","","380","Diplograptus sp.","genus","","","Diplograptus","genus","33660","Caradoc","","458.2","449.5","17052","14.183333","57.783333","","","","","Dicranograptus clingani","","","","","","","","","","""M. Ord. Cara-M. Viru series""","SE","","","based on political unit","minutes","","","","""Koa:ngen, S. Sweden""","29"
"4691","occ","","","380","Amplexograptus sp.","genus","","","Amplexograptus","genus","33615","Caradoc","","458.2","449.5","17052","14.183333","57.783333","","","","","Dicranograptus clingani","","","","","","","","","","""M. Ord. Cara-M. Viru series""","SE","","","based on political unit","minutes","","","","""Koa:ngen, S. Sweden""","29"
"4692","occ","","","380","Climacograptus sp.","genus","","","Climacograptus","genus","33636","Caradoc","","458.2","449.5","17052","14.183333","57.783333","","","","","Dicranograptus clingani","","","","","","","","","","""M. Ord. Cara-M. Viru series""","SE","","","based on political unit","minutes","","","","""Koa:ngen, S. Sweden""","29"
"4693","occ","","","380","Orthograptus sp.","genus","","","Orthograptus","genus","33714","Caradoc","","458.2","449.5","17052","14.183333","57.783333","","","","","Dicranograptus clingani","","","","","","","","","","""M. Ord. Cara-M. Viru series""","SE","","","based on political unit","minutes","","","","""Koa:ngen, S. Sweden""","29"
"4694","occ","","","380","Pseudoclimacograptus sp.","genus","","","Pseudoclimacograptus","genus","33744","Caradoc","","458.2","449.5","17052","14.183333","57.783333","","","","","Dicranograptus clingani","","","","","","","","","","""M. Ord. Cara-M. Viru series""","SE","","","based on political unit","minutes","","","","""Koa:ngen, S. Sweden""","29"
"4695","occ","","","380","Lasiograptus sp.","genus","","","Lasiograptus","genus","33685","Caradoc","","458.2","449.5","17052","14.183333","57.783333","","","","","Dicranograptus clingani","","","","","","","","","","""M. Ord. Cara-M. Viru series""","SE","","","based on political unit","minutes","","","","""Koa:ngen, S. Sweden""","29"
"4696","occ","","","380","Neurograptus sp.","genus","","","Neurograptus","genus","33708","Caradoc","","458.2","449.5","17052","14.183333","57.783333","","","","","Dicranograptus clingani","","","","","","","","","","""M. Ord. Cara-M. Viru series""","SE","","","based on political unit","minutes","","","","""Koa:ngen, S. Sweden""","29"
"4755","occ","","","383","Climacograptus sp.","genus","","","Climacograptus","genus","33636","Edenian","","451","450.2","316","-84.000000","39.000000","Kope","","Fulton","member","","","","","","","","","","","""lowest Edenian""","US","Ohio","","","degrees","","","basin","""Cincinnati Arch, Cincinnati 'region'""","1008"
"4756","occ","","","383","Lasiograptus sp.","genus","","","Lasiograptus","genus","33685","Edenian","","451","450.2","316","-84.000000","39.000000","Kope","","Fulton","member","","","","","","","","","","","""lowest Edenian""","US","Ohio","","","degrees","","","basin","""Cincinnati Arch, Cincinnati 'region'""","1008"
"4757","occ","","","383","Leptograptus sp.","genus","33687","species not entered","Dicellograptus","genus","33650","Edenian","","451","450.2","316","-84.000000","39.000000","Kope","","Fulton","member","","","","","","","","","","","""lowest Edenian""","US","Ohio","","","degrees","","","basin","""Cincinnati Arch, Cincinnati 'region'""","1008"
"4758","occ","","","383","Mastigograptus sp.","genus","","","Mastigograptus","genus","33808","Edenian","","451","450.2","316","-84.000000","39.000000","Kope","","Fulton","member","","","","","","","","","","","""lowest Edenian""","US","Ohio","","","degrees","","","basin","""Cincinnati Arch, Cincinnati 'region'""","1008"
"4838","occ","","","384","Climacograptus sp.","genus","","","Climacograptus","genus","33636","Edenian","","451","450.2","316","-84.000000","39.000000","Kope","","Economy","member","","","","","","","","","","","""Edenian""","US","Ohio","","","degrees","","","basin","""Cincinnatti Arch, Cincinnati region""","1008"
"4839","occ","","","384","Mastigograptus sp.","genus","","","Mastigograptus","genus","33808","Edenian","","451","450.2","316","-84.000000","39.000000","Kope","","Economy","member","","","","","","","","","","","""Edenian""","US","Ohio","","","degrees","","","basin","""Cincinnatti Arch, Cincinnati region""","1008"
"4921","occ","","","385","Climacograptus sp.","genus","","","Climacograptus","genus","33636","Edenian","","451","450.2","316","-84.000000","39.000000","Kope","","Southgate","member","","","","","","","","","","","""Edenian""","US","Ohio","","","degrees","","","basin","""Cincinnati region""","1008"
"4922","occ","","","385","Dictyonema sp.","genus","","","Dictyonema","genus","33553","Edenian","","451","450.2","316","-84.000000","39.000000","Kope","","Southgate","member","","","","","","","","","","","""Edenian""","US","Ohio","","","degrees","","","basin","""Cincinnati region""","1008"
"4923","occ","","","385","Mastigograptus sp.","genus","","","Mastigograptus","genus","33808","Edenian","","451","450.2","316","-84.000000","39.000000","Kope","","Southgate","member","","","","","","","","","","","""Edenian""","US","Ohio","","","degrees","","","basin","""Cincinnati region""","1008"
"5001","occ","","","386","Climacograptus sp.","genus","","","Climacograptus","genus","33636","Edenian","","451","450.2","316","-84.000000","39.000000","Kope","","McMicken","member","","","","","","","","","","","""Edenian""","US","Ohio","","","degrees","","","basin","""Cincinnati region""","1008"
"5002","occ","","","386","Mastigograptus sp.","genus","","","Mastigograptus","genus","33808","Edenian","","451","450.2","316","-84.000000","39.000000","Kope","","McMicken","member","","","","","","","","","","","""Edenian""","US","Ohio","","","degrees","","","basin","""Cincinnati region""","1008"
"5128","occ","","","388","Climacograptus sp.","genus","","","Climacograptus","genus","33636","Maysvillian","","450.2","449.6","316","-84.000000","39.000000","Fairview","","Fairmount","member","","","","","","","","","","","""lower Maysvillian""","US","Ohio","","","degrees","","","basin","""Cincinnati region""","1008"
"5129","occ","","","388","Mastigograptus sp.","genus","","","Mastigograptus","genus","33808","Maysvillian","","450.2","449.6","316","-84.000000","39.000000","Fairview","","Fairmount","member","","","","","","","","","","","""lower Maysvillian""","US","Ohio","","","degrees","","","basin","""Cincinnati region""","1008"
"8951","occ","","","402","Orthograptus sp.","genus","","","Orthograptus","genus","33714","Chazyan","","471.3","457.3","6928","-126.000000","62.000000","","","","","","","","","","","","","","","""M. Ord. (Blackriverian and Chazyan)""","CA","Northwest Territories","","based on political unit","degrees","","","","","21"
"8952","occ","","","402","Diplograptus sp.","genus","","","Diplograptus","genus","33660","Chazyan","","471.3","457.3","6928","-126.000000","62.000000","","","","","","","","","","","","","","","""M. Ord. (Blackriverian and Chazyan)""","CA","Northwest Territories","","based on political unit","degrees","","","","","21"
"8957","occ","","","403","Dicellograptus sp.","genus","","","Dicellograptus","genus","33650","Ashgill","","449.5","443.1","60988","-124.966667","62.641666","Road River","","","","","","","","","","","","","","","CA","Northwest Territories and Yukon","","based on political unit","seconds","","","basin","Northwest Territories and Yukon","29"
"8958","occ","","","403","Climacograptus sp.","genus","","","Climacograptus","genus","33636","Ashgill","","449.5","443.1","60988","-124.966667","62.641666","Road River","","","","","","","","","","","","","","","CA","Northwest Territories and Yukon","","based on political unit","seconds","","","basin","Northwest Territories and Yukon","29"
"8959","occ","","","403","Orthograptus sp.","genus","","","Orthograptus","genus","33714","Ashgill","","449.5","443.1","60988","-124.966667","62.641666","Road River","","","","","","","","","","","","","","","CA","Northwest Territories and Yukon","","based on political unit","seconds","","","basin","Northwest Territories and Yukon","29"
"8960","occ","","","403","Reteograptus sp.","genus","","","Reteograptus","genus","33756","Ashgill","","449.5","443.1","60988","-124.966667","62.641666","Road River","","","","","","","","","","","","","","","CA","Northwest Territories and Yukon","","based on political unit","seconds","","","basin","Northwest Territories and Yukon","29"
"9009","occ","","","412","Eotetragraptus quadribrachiatus","genus","","species not entered","Eotetragraptus","genus","462100","Arenig","","477.1","468","60990","-116.866669","38.916668","Perkins Canyon","","","","","","","","","","","","","","""L. Ord.  Prob. correlates w/ Ross trilobite zones upper G to K""","US","Nevada","","based on political unit","minutes","","","outcrop","¼ mile from junction w. East Northumberland Canyon.  Coordinates based on Threemile Canyon","21"
"9010","occ","","","412","Isograptus forcipiformis","genus","","species not entered","Isograptus","genus","33679","Arenig","","477.1","468","60990","-116.866669","38.916668","Perkins Canyon","","","","","","","","","","","","","","""L. Ord.  Prob. correlates w/ Ross trilobite zones upper G to K""","US","Nevada","","based on political unit","minutes","","","outcrop","¼ mile from junction w. East Northumberland Canyon.  Coordinates based on Threemile Canyon","21"
"9011","occ","","","412","Loganograptus logani","genus","","species not entered","Loganograptus","genus","33691","Arenig","","477.1","468","60990","-116.866669","38.916668","Perkins Canyon","","","","","","","","","","","","","","""L. Ord.  Prob. correlates w/ Ross trilobite zones upper G to K""","US","Nevada","","based on political unit","minutes","","","outcrop","¼ mile from junction w. East Northumberland Canyon.  Coordinates based on Threemile Canyon","21"
"9012","occ","","","412","Tetragraptus sp.","genus","","","Tetragraptus","genus","33778","Arenig","","477.1","468","60990","-116.866669","38.916668","Perkins Canyon","","","","","","","","","","","","","","""L. Ord.  Prob. correlates w/ Ross trilobite zones upper G to K""","US","Nevada","","based on political unit","minutes","","","outcrop","¼ mile from junction w. East Northumberland Canyon.  Coordinates based on Threemile Canyon","21"
